hash,message,parent_hashes,is_merge,modified_files
0807291bd437693173df9238893ba3e463c95c50,"Trying to fix the inverse rendering colab.  Adding a trailing comma to the ""provenance=[]"" field in cl/389701407 to satisfy the presubmit also broke the JSON, because JSON doesn't allow trailing commas in the last item of a list. In this CL I moved provenance up in the list to avoid the trailing comma issue.  PiperOrigin-RevId: 392659258",3c0b664d04af574225c5aeaea41478a43493aaff,False,inverse_rendering.ipynb
0dbe2461c5b6a109a4aa4f2277f5ed280e1514f5,Silence some pytype errors.  PiperOrigin-RevId: 398607556,907171ad32edf79b570569c44e1e6384d04345ad,False,architectures_style_gan_v2.py
6cde0ce2c5123384ba71d0463736ded096ad4be1,Fixes a pytype issue.  PiperOrigin-RevId: 399305352,0dbe2461c5b6a109a4aa4f2277f5ed280e1514f5,False,architectures_style_gan_v2.py
6c537488fae360e350f90ca35d58c9e9a6e34dc4,Fix typo.  PiperOrigin-RevId: 403380539,6cde0ce2c5123384ba71d0463736ded096ad4be1,False,utils.py
ffe56e072dbcf4fcf55d94dd536b09dc11f7b09f,Changes -std=c++11 to -std=c++14 in rendering/kernels/BUILD.oss and rendering/opengl/BUILD.oss to avoid github build errors.  PiperOrigin-RevId: 409494160,59fe9caec32743672731af62f94bb2aea94e4951,False,BUILD;BUILD
aeeb6e4753b8561ecfd39234ceea1436cd65e89e,"Corrects the documentation for dual_quaternion.to_rotation_translation and makes dual_quaternion.from_rotation_translation compatible, i.e. it accepts a quaternion instead of a rotation matrix.  PiperOrigin-RevId: 410062876",f643ebe5ad4c2199511994824640f227cd92de0d,False,dual_quaternion.py;dual_quaternion_test.py
a15064cc9f9626327e3992d20b64d83668452692,Corrects an error in dual_quaternion.point_to_dual_quaternion.  PiperOrigin-RevId: 413980512,beba9e63c2c43624509bce2c1b92ed1453527c08,False,dual_quaternion.py;dual_quaternion_test.py
7075bf26289336fd91995efbc2e7346afb20d7ae,Fixes improper serialization code route for functional models.  PiperOrigin-RevId: 524097977,ac4fc8377c4ed78d10695c1a2b4cd68f8fdd5430,False,architectures_style_gan_test.py;architectures_style_gan_v2_test.py
c7bd1bf35afb9f20c73404773d3ad9c989f947b0,Silence some pytype errors.  PiperOrigin-RevId: 527620315,7075bf26289336fd91995efbc2e7346afb20d7ae,False,shapenet.py
320e78201040356cb55e43c22bbe26d6e4302330,[numpy] Fix users of NumPy APIs that are removed in NumPy 2.0.  This change migrates users of APIs removed in NumPy 2.0 to their recommended replacements (https://numpy.org/devdocs/numpy_2_0_migration_guide.html).  PiperOrigin-RevId: 655956468,77773cb50eb499cc6b0fbc2d9de7cafb4794b67d,False,asserts_test.py
8f60a9305ce3bd8ee271b3128b01326f20c5ad26,"[numpy] Fix users of NumPy APIs that are removed in NumPy 2.0.  This change migrates users of APIs removed in NumPy 2.0 to their recommended replacements (https://numpy.org/doc/stable/numpy_2_0_migration_guide.html).  This change replaces uses of `np.math`, which is a deprecated alias for the builtin `math` module, with the builtin `math` module. `np.math` is removed in NumPy 2.0.  PiperOrigin-RevId: 658227973",320e78201040356cb55e43c22bbe26d6e4302330,False,math_test.py;rasterizer_op_test.py;rasterization_test_utils.py
